trade_id,entry_time,exit_time,direction,entry_price_a,entry_price_b,exit_price_a,exit_price_b,qty_a,qty_b,gross_pnl,fees,slippage_cost,net_pnl,return_pct,duration_bars,exit_reason
163,2024-12-18 21:00:00+00:00,2024-12-19 03:00:00+00:00,LONG_SPREAD,0.36081,43.957,0.36384,42.937,6928.85452177046,-38.63338365025757,60.40048052422718,3.3512014672425785,1.6756007336212893,55.37367832336331,0.013189837903278545,6,mean_reversion_exit
164,2024-12-19 17:00:00+00:00,2024-12-19 18:00:00+00:00,LONG_SPREAD,0.32411,40.189,0.31895,39.529,7713.430625404955,-42.255533730980424,-11.91264976464262,3.3314901343756835,1.6657450671878415,-16.909884966206143,-0.0040278819905168045,1,stop_z_exit
165,2024-12-28 02:00:00+00:00,2024-12-30 16:00:00+00:00,SHORT_SPREAD,0.31322,36.401,0.30869,35.142,-7981.610369708193,46.65277451483124,-22.579148139394594,3.320609100855918,1.6603045504279588,-27.56006179067847,-0.0065647209762840705,62,mean_reversion_exit
166,2024-12-31 15:00:00+00:00,2025-01-01 14:00:00+00:00,SHORT_SPREAD,0.32745,36.769,0.31798,36.046,-7634.7533974652615,46.185853439429195,38.90874263728902,3.3162887214072163,1.658144360703608,33.9343095551782,0.008083046962831618,23,mean_reversion_exit
167,2025-01-03 09:00:00+00:00,2025-01-03 11:00:00+00:00,LONG_SPREAD,0.33989,40.614,0.3486,41.317,7355.320839095,-41.81335611154706,34.67005516209972,3.3959499696334716,1.6979749848167356,29.576130207649513,0.007044942201005345,2,mean_reversion_exit
168,2025-01-03 14:00:00+00:00,2025-01-03 15:00:00+00:00,SHORT_SPREAD,0.36266,41.481,0.36596,41.903,-6893.509071857939,40.93940949143878,-5.472149131744327,3.374576120388505,1.6872880601942524,-10.534013312327085,-0.0025091691985711932,1,stop_z_exit
169,2025-01-07 19:00:00+00:00,2025-01-10 17:00:00+00:00,LONG_SPREAD,0.3538,39.85,0.33776,37.376,7066.139061616733,-42.61499736798926,-7.9113670599268175,3.2710579664768034,1.6355289832384017,-12.817954009642023,-0.0030531967670915008,70,mean_reversion_exit
170,2025-01-13 21:00:00+00:00,2025-01-16 22:00:00+00:00,SHORT_SPREAD,0.33567,34.944,0.37595,39.745,-7447.790985193791,48.597975192146635,-66.67814198610998,3.5718924760039386,1.7859462380019693,-72.03598070011589,-0.017158746491243028,73,mean_reversion_exit
171,2025-01-17 09:00:00+00:00,2025-01-19 04:00:00+00:00,SHORT_SPREAD,0.41065,41.23,0.39271,39.482,-6087.909411907951,41.188640434498474,37.21935137012545,3.2860801807598454,1.6430400903799225,32.290231098985686,0.007691432589467833,43,mean_reversion_exit
172,2025-01-21 01:00:00+00:00,2025-01-21 13:00:00+00:00,LONG_SPREAD,0.34437,35.27,0.36923,36.542,7259.633533699219,-48.14878494795498,119.22923519396386,3.455254013732123,1.7276270068660615,114.04635417336567,0.027165486753873674,12,mean_reversion_exit
